"sub","item","item_type","study_pos","ON_resp","ON_RT","RK_resp","accuracy"
12,"KISS","word",26,"new",1.19562005997,"N",FALSE
12,"NAUC","nonword",NA,"old",1.48926401138,"K",FALSE
12,"FEET","word",35,"old",2.11651802063,"K",TRUE
12,"SHOP","word",NA,"new",1.05936789513,"N",TRUE
12,"SELF","word",NA,"new",1.41290998459,"N",TRUE
12,"ZEAM","nonword",NA,"new",1.07035803795,"N",TRUE
12,"NOTE","word",51,"old",1.34015893936,"K",TRUE
12,"ZUNK","nonword",NA,"old",1.26743984222,"K",FALSE
12,"ZYSE","nonword",47,"new",1.47853899002,"N",FALSE
12,"BIRD","word",NA,"new",1.44398593903,"N",TRUE
12,"ABST","nonword",30,"new",1.27953195572,"N",FALSE
12,"DAUV","nonword",NA,"old",1.11537218094,"K",FALSE
12,"CAKE","word",NA,"new",1.04438209534,"N",TRUE
12,"ZARC","nonword",45,"old",0.912225008011,"R",TRUE
12,"BEEF","word",NA,"new",1.02535796165,"N",TRUE
12,"TUCE","nonword",24,"new",1.06490278244,"N",FALSE
12,"LIFE","word",22,"old",1.17672109604,"K",TRUE
12,"YEAR","word",60,"new",1.45780396461,"N",FALSE
12,"COAT","word",NA,"old",1.2035009861,"R",FALSE
12,"WARM","word",53,"old",1.18473911285,"R",TRUE
12,"MENC","nonword",NA,"old",0.895972013474,"K",FALSE
12,"ROOM","word",23,"old",0.995349884033,"R",TRUE
12,"LIKE","word",NA,"old",1.88469219208,"K",FALSE
12,"KNEE","word",NA,"new",1.38550496101,"N",TRUE
12,"COLV","nonword",NA,"new",1.24915003777,"N",TRUE
12,"JALT","nonword",37,"old",0.996855020523,"K",TRUE
12,"BATH","word",NA,"new",1.18393111229,"N",TRUE
12,"WUIL","nonword",NA,"new",0.927572011948,"N",TRUE
12,"WONC","nonword",NA,"new",1.19509506226,"N",TRUE
12,"HESP","nonword",NA,"new",0.976681947708,"N",TRUE
12,"HEWF","nonword",29,"old",1.40250611305,"K",TRUE
12,"HOLD","word",NA,"old",1.40974283218,"R",FALSE
12,"GOOD","word",NA,"new",1.10878205299,"N",TRUE
12,"WALK","word",38,"old",1.00465106964,"R",TRUE
12,"YAIL","nonword",NA,"new",1.31772089005,"N",TRUE
12,"DOYS","nonword",19,"new",0.97939991951,"N",FALSE
12,"TREE","word",16,"old",0.957103013992,"R",TRUE
12,"NOGE","nonword",59,"new",0.940184116364,"N",FALSE
12,"SONG","word",NA,"new",1.49994802475,"N",TRUE
12,"WORK","word",32,"old",0.995616912842,"R",TRUE
12,"CASH","word",41,"old",4.11695718765,"K",TRUE
12,"PAGE","word",NA,"old",1.3078520298,"K",FALSE
12,"BOOK","word",NA,"old",0.866647005081,"R",FALSE
12,"GIRL","word",58,"new",0.910032987595,"N",FALSE
12,"YOGG","nonword",40,"old",1.09973192215,"R",TRUE
12,"KLIB","nonword",NA,"new",1.38696408272,"N",TRUE
12,"LODD","nonword",NA,"old",1.3067009449,"K",FALSE
12,"CLOF","nonword",NA,"old",0.887959957123,"K",FALSE
12,"TIME","word",12,"old",1.18742609024,"R",TRUE
12,"RAIN","word",39,"old",1.10861206055,"R",TRUE
12,"TALK","word",NA,"old",0.880051851273,"R",FALSE
12,"SIME","nonword",21,"new",1.10933589935,"N",FALSE
12,"HOME","word",NA,"old",0.909075975418,"R",FALSE
12,"FACT","word",44,"new",2.12427687645,"N",FALSE
12,"GWIC","nonword",10,"old",1.11968302727,"R",TRUE
12,"SOTE","nonword",NA,"new",1.13292694092,"N",TRUE
12,"DUFE","nonword",NA,"new",1.14245796204,"N",TRUE
12,"WONS","nonword",5,"old",0.870323896408,"R",TRUE
12,"CHIE","nonword",52,"new",1.03105998039,"N",FALSE
12,"DOOR","word",NA,"old",1.16497397423,"K",FALSE
12,"LINE","word",57,"new",1.12998485565,"N",FALSE
12,"ZELF","nonword",48,"new",1.33948802948,"N",FALSE
12,"SNUZ","nonword",NA,"old",1.67713594437,"R",FALSE
12,"PLOK","nonword",36,"old",1.11226701736,"K",TRUE
12,"SEAT","word",NA,"old",1.04345083237,"R",FALSE
12,"GWUZ","nonword",NA,"new",0.932808160782,"N",TRUE
12,"HELP","word",9,"old",0.942487001419,"R",TRUE
12,"SPIZ","nonword",NA,"new",0.903774023056,"N",TRUE
12,"CWUL","nonword",8,"new",1.5513510704,"N",FALSE
12,"SOAP","word",50,"old",1.18110704422,"R",TRUE
12,"NARN","nonword",NA,"new",0.868176937103,"N",TRUE
12,"RETE","nonword",25,"new",0.98778796196,"N",FALSE
12,"UFTS","nonword",NA,"new",0.859462022781,"N",TRUE
12,"MAKE","word",NA,"old",0.883189916611,"K",FALSE
12,"HALL","word",6,"old",0.928640127182,"R",TRUE
12,"LOOK","word",NA,"old",0.799982070923,"K",FALSE
12,"ROAD","word",NA,"old",0.829370975494,"K",FALSE
12,"DAPT","nonword",NA,"new",0.930562019348,"N",TRUE
12,"SALT","word",46,"old",1.10034608841,"K",TRUE
12,"REST","word",1,"old",0.787838935852,"K",TRUE
12,"RILM","nonword",NA,"old",1.14895796776,"R",FALSE
12,"TASP","nonword",NA,"old",0.78631901741,"R",FALSE
12,"KEPH","nonword",56,"old",0.673800945282,"R",TRUE
12,"NALN","nonword",NA,"old",0.983314037323,"K",FALSE
12,"DATE","word",28,"old",1.08659911156,"K",TRUE
12,"HAVE","word",42,"new",1.06575894356,"N",FALSE
12,"GATE","word",NA,"new",1.42539715767,"N",TRUE
12,"DENC","nonword",3,"old",0.95308303833,"R",TRUE
12,"FACE","word",43,"new",0.85033082962,"N",FALSE
12,"SEFS","nonword",13,"old",1.12421703339,"R",TRUE
12,"JAUK","nonword",2,"old",0.789592981339,"K",TRUE
12,"MIND","word",NA,"old",2.14094614983,"K",FALSE
12,"HEAD","word",NA,"old",0.828011989594,"K",FALSE
12,"CWEB","nonword",NA,"old",1.26726603508,"R",FALSE
12,"FOSK","nonword",NA,"old",1.0605969429,"K",FALSE
12,"WONE","nonword",NA,"new",0.817761898041,"N",TRUE
12,"LATT","nonword",18,"new",0.859396934509,"N",FALSE
12,"DWEK","nonword",NA,"new",0.820960998535,"N",TRUE
12,"COLD","word",NA,"old",0.781139135361,"K",FALSE
12,"JOSP","nonword",4,"new",0.766233921051,"N",FALSE
12,"VABB","nonword",NA,"new",1.31980085373,"N",TRUE
12,"HOAB","nonword",27,"old",1.25156021118,"R",TRUE
13,"FACE","word",NA,"old",10.6241889,"R",FALSE
13,"PLOK","nonword",8,"new",3.09016013145,"N",FALSE
13,"COAT","word",38,"new",2.01926803589,"N",FALSE
13,"LOOK","word",44,"new",1.852673769,"N",FALSE
13,"HOAB","nonword",2,"old",2.1981139183,"K",TRUE
13,"SOTE","nonword",NA,"new",3.33309221268,"N",TRUE
13,"PAGE","word",NA,"new",4.15814805031,"N",TRUE
13,"WASH","word",NA,"new",1.86673116684,"N",TRUE
13,"CHUR","nonword",NA,"new",3.29027318954,"N",TRUE
13,"COLV","nonword",39,"old",2.46732211113,"K",TRUE
13,"NAUC","nonword",NA,"new",1.93019413948,"N",TRUE
13,"SEFS","nonword",NA,"new",1.33134102821,"N",TRUE
13,"LATT","nonword",23,"new",1.21288490295,"N",FALSE
13,"REST","word",30,"old",4.20670390129,"R",TRUE
13,"ABST","nonword",NA,"new",1.27504086494,"N",TRUE
13,"UFTS","nonword",26,"old",1.52091908455,"K",TRUE
13,"FACT","word",NA,"old",3.19192290306,"K",FALSE
13,"GOOD","word",NA,"old",7.43444800377,"R",FALSE
13,"MYDE","nonword",NA,"new",7.91785311699,"N",TRUE
13,"TRUV","nonword",NA,"new",2.40945911407,"N",TRUE
13,"COLD","word",51,"old",1.33290886879,"K",TRUE
13,"CLOF","nonword",40,"new",1.52001595497,"N",FALSE
13,"LORT","nonword",12,"new",5.8115439415,"N",FALSE
13,"SNUZ","nonword",NA,"old",1.40396499634,"R",FALSE
13,"GATE","word",NA,"old",3.67128014565,"R",FALSE
13,"RETE","nonword",18,"new",4.01974511147,"N",FALSE
13,"RILM","nonword",NA,"new",1.29236888885,"N",TRUE
13,"SKIN","word",5,"new",1.57394599915,"N",FALSE
13,"WUIL","nonword",6,"old",2.03956484795,"R",TRUE
13,"TALK","word",60,"old",1.2927069664,"R",TRUE
13,"ZUNK","nonword",25,"old",1.99371695518,"K",TRUE
13,"HELP","word",54,"old",1.14083003998,"K",TRUE
13,"ROAD","word",NA,"new",1.29978299141,"N",TRUE
13,"BLUE","word",NA,"old",1.37944602966,"R",FALSE
13,"WARM","word",24,"old",1.27670407295,"K",TRUE
13,"WALK","word",48,"old",1.06204199791,"K",TRUE
13,"SPIZ","nonword",NA,"old",3.37740397453,"R",FALSE
13,"WANT","word",NA,"new",1.81377482414,"N",TRUE
13,"HALL","word",NA,"new",2.23926210403,"N",TRUE
13,"BEEF","word",NA,"new",1.61249995232,"N",TRUE
13,"ZARC","nonword",NA,"old",2.07812309265,"R",FALSE
13,"JAUK","nonword",31,"new",1.97701191902,"N",FALSE
13,"DWEK","nonword",NA,"old",1.44247794151,"K",FALSE
13,"SNOW","word",57,"new",1.57959580421,"N",FALSE
13,"TIME","word",NA,"old",3.36337804794,"R",FALSE
13,"ZELF","nonword",1,"old",4.54002904892,"K",TRUE
13,"NARN","nonword",14,"old",1.30448913574,"K",TRUE
13,"BOOK","word",42,"new",2.80342507362,"N",FALSE
13,"LIFE","word",21,"old",1.98293685913,"R",TRUE
13,"HOME","word",NA,"new",1.39566397667,"N",TRUE
13,"NALN","nonword",33,"old",2.19333410263,"K",TRUE
13,"VABB","nonword",3,"new",1.81827402115,"N",FALSE
13,"HEAD","word",NA,"old",2.87584996223,"R",FALSE
13,"SELF","word",59,"old",1.73851585388,"K",TRUE
13,"DENC","nonword",29,"old",1.58581805229,"R",TRUE
13,"CHIE","nonword",NA,"old",1.02295708656,"R",FALSE
13,"HAVE","word",20,"new",9.12441897392,"N",FALSE
13,"SHOP","word",NA,"old",1.57382202148,"R",FALSE
13,"WORK","word",47,"old",1.10866308212,"R",TRUE
13,"LODD","nonword",NA,"old",2.55008506775,"R",FALSE
13,"DAPT","nonword",NA,"new",1.31492614746,"N",TRUE
13,"CASH","word",19,"old",1.32849693298,"K",TRUE
13,"DOOR","word",NA,"new",3.439650774,"N",TRUE
13,"FOMB","nonword",36,"old",1.09286904335,"R",TRUE
13,"ZEAM","nonword",55,"new",1.5557320118,"N",FALSE
13,"BATH","word",NA,"new",1.3370859623,"N",TRUE
13,"WIND","word",28,"old",1.41090703011,"R",TRUE
13,"MIND","word",NA,"new",2.37188005447,"N",TRUE
13,"CWEB","nonword",NA,"old",1.15734314919,"K",FALSE
13,"SWAZ","nonword",45,"new",3.27857494354,"N",FALSE
13,"TUCE","nonword",NA,"new",2.00365114212,"N",TRUE
13,"SEAT","word",NA,"new",1.21479201317,"N",TRUE
13,"NOTE","word",NA,"new",1.24842500687,"N",TRUE
13,"DUFE","nonword",NA,"old",1.39625406265,"R",FALSE
13,"TREE","word",56,"new",2.95521807671,"N",FALSE
13,"SOAP","word",NA,"new",1.56824088097,"N",TRUE
13,"BIRD","word",50,"old",1.21997308731,"K",TRUE
13,"HESP","nonword",9,"new",1.12321305275,"N",FALSE
13,"GWUZ","nonword",32,"old",2.19893407822,"K",TRUE
13,"FOSK","nonword",NA,"new",1.02357387543,"N",TRUE
13,"SIME","nonword",NA,"new",1.8711810112,"N",TRUE
13,"DATE","word",35,"new",2.01267504692,"N",FALSE
13,"DAUV","nonword",NA,"old",1.38209104538,"R",FALSE
13,"WONS","nonword",NA,"new",1.50313997269,"N",TRUE
13,"LINE","word",NA,"new",1.34267497063,"N",TRUE
13,"LEFT","word",NA,"new",2.40622401237,"N",TRUE
13,"GWIC","nonword",NA,"old",2.69767594337,"R",FALSE
13,"YAIL","nonword",11,"old",1.96051812172,"K",TRUE
13,"JALT","nonword",NA,"new",0.991531133652,"N",TRUE
13,"MENC","nonword",58,"new",1.78906583786,"N",FALSE
13,"ROOM","word",15,"old",1.49274492264,"R",TRUE
13,"VEUL","nonword",52,"old",2.09584903717,"R",TRUE
13,"KEPH","nonword",NA,"new",1.16060900688,"N",TRUE
13,"FEET","word",NA,"new",4.54039788246,"N",TRUE
13,"SALT","word",22,"old",3.00523996353,"R",TRUE
13,"HOLD","word",NA,"old",1.39606809616,"R",FALSE
13,"SONG","word",4,"old",2.45515084267,"K",TRUE
13,"JOSP","nonword",46,"new",0.963976860046,"N",FALSE
13,"CALL","word",NA,"new",8.50387787819,"N",TRUE
13,"LIKE","word",17,"old",2.03752398491,"K",TRUE
13,"YOGG","nonword",34,"old",1.41844201088,"K",TRUE
13,"HEWF","nonword",NA,"new",1.42943310738,"N",TRUE
13,"HAND","word",27,"old",1.42124390602,"R",TRUE
13,"TASP","nonword",NA,"new",7.34053683281,"N",TRUE
13,"ZYSE","nonword",NA,"new",0.988273859024,"N",TRUE
13,"CWUL","nonword",41,"old",1.01206183434,"K",TRUE
13,"MAKE","word",NA,"old",1.21327900887,"R",FALSE
13,"RAIN","word",16,"new",1.52239918709,"N",FALSE
13,"KNEE","word",NA,"new",1.17393994331,"N",TRUE
13,"KISS","word",NA,"new",1.28742194176,"N",TRUE
13,"CAKE","word",49,"old",1.3472931385,"K",TRUE
13,"SOFT","word",43,"new",4.3023879528,"N",FALSE
13,"GIRL","word",37,"old",1.22921895981,"K",TRUE
13,"NOGE","nonword",NA,"new",1.18230009079,"N",TRUE
13,"KLIB","nonword",10,"new",0.99783205986,"N",FALSE
13,"WONE","nonword",NA,"new",1.23554587364,"N",TRUE
13,"DOYS","nonword",7,"new",1.39303088188,"N",FALSE
13,"YEAR","word",NA,"old",1.52672386169,"K",FALSE
13,"WONC","nonword",13,"new",1.39151406288,"N",FALSE
13,"HALF","word",53,"old",7.55757403374,"R",TRUE
14,"HELP","word",NA,"new",5.6809630394,"N",TRUE
14,"HOME","word",NA,"new",4.13122200966,"N",TRUE
14,"HALL","word",NA,"new",3.18803691864,"N",TRUE
14,"NARN","nonword",36,"new",4.37916088104,"N",FALSE
14,"LIKE","word",13,"new",2.04382300377,"N",FALSE
14,"ZYSE","nonword",50,"old",6.61558389664,"R",TRUE
14,"ZELF","nonword",39,"old",2.42233395576,"R",TRUE
14,"KLIB","nonword",NA,"old",3.67115688324,"K",FALSE
14,"COAT","word",NA,"new",2.12914896011,"N",TRUE
14,"DOOR","word",32,"old",1.60478305817,"R",TRUE
14,"LOOK","word",16,"old",1.5797829628,"R",TRUE
14,"MIND","word",23,"old",2.16091823578,"R",TRUE
14,"FOMB","nonword",NA,"new",2.56767511368,"N",TRUE
14,"SPIZ","nonword",58,"old",1.3790872097,"R",TRUE
14,"YOGG","nonword",34,"old",1.54378390312,"R",TRUE
14,"SIME","nonword",27,"old",1.29073405266,"R",TRUE
14,"WUIL","nonword",NA,"old",1.9539141655,"K",FALSE
14,"LODD","nonword",NA,"old",1.98902487755,"R",FALSE
14,"GIRL","word",8,"new",2.98734498024,"N",FALSE
14,"NOGE","nonword",43,"old",1.51468992233,"K",TRUE
14,"HAND","word",NA,"old",2.55397891998,"K",FALSE
14,"WIND","word",NA,"new",3.02265310287,"N",TRUE
14,"SOAP","word",48,"old",1.5819709301,"R",TRUE
14,"ROOM","word",NA,"old",2.85294818878,"K",FALSE
14,"SWAZ","nonword",NA,"old",1.1958770752,"R",FALSE
14,"RETE","nonword",53,"old",1.36502695084,"K",TRUE
14,"HOLD","word",NA,"old",2.55230879784,"K",FALSE
14,"SALT","word",7,"old",1.42924284935,"R",TRUE
14,"DOYS","nonword",NA,"new",2.74219512939,"N",TRUE
14,"TIME","word",NA,"old",2.00555706024,"R",FALSE
14,"HOAB","nonword",11,"old",1.73660612106,"R",TRUE
14,"NAUC","nonword",25,"old",2.50782585144,"R",TRUE
14,"MYDE","nonword",33,"old",1.62078619003,"R",TRUE
14,"MAKE","word",NA,"old",2.3661468029,"K",FALSE
14,"FACE","word",37,"old",1.62495493889,"K",TRUE
14,"BIRD","word",4,"old",5.55428290367,"K",TRUE
14,"FACT","word",60,"old",2.45843315125,"K",TRUE
14,"SEAT","word",NA,"old",1.62948608398,"K",FALSE
14,"REST","word",38,"old",1.7485408783,"K",TRUE
14,"SOTE","nonword",54,"old",1.60770511627,"R",TRUE
14,"DAPT","nonword",26,"old",1.09899902344,"R",TRUE
14,"YAIL","nonword",14,"old",0.97238278389,"R",TRUE
14,"HESP","nonword",41,"new",2.00356292725,"N",FALSE
14,"SELF","word",NA,"old",1.09509086609,"R",FALSE
14,"HAVE","word",31,"new",1.65209007263,"N",FALSE
14,"KISS","word",3,"old",1.05379581451,"R",TRUE
14,"VEUL","nonword",NA,"new",1.6928999424,"N",TRUE
14,"CAKE","word",NA,"old",1.43045687675,"K",FALSE
14,"BEEF","word",51,"new",1.69163107872,"N",FALSE
14,"COLD","word",NA,"old",1.24529385567,"K",FALSE
14,"CHIE","nonword",46,"old",2.56242799759,"R",TRUE
14,"GWIC","nonword",NA,"old",1.72935295105,"R",FALSE
14,"SNUZ","nonword",NA,"old",1.09260320663,"R",FALSE
14,"JAUK","nonword",29,"new",1.21376490593,"N",FALSE
14,"FOSK","nonword",NA,"new",1.35142803192,"N",TRUE
14,"NOTE","word",NA,"old",1.04508781433,"K",FALSE
14,"SEFS","nonword",52,"new",1.90026593208,"N",FALSE
14,"SOFT","word",17,"old",1.06771683693,"R",TRUE
14,"WANT","word",NA,"new",2.4848959446,"N",TRUE
14,"WALK","word",NA,"new",1.76813387871,"N",TRUE
14,"UFTS","nonword",42,"old",1.62775707245,"K",TRUE
14,"LEFT","word",22,"old",1.69070005417,"R",TRUE
14,"HEWF","nonword",12,"old",1.24773597717,"R",TRUE
14,"TALK","word",44,"old",2.92126297951,"K",TRUE
14,"WARM","word",5,"old",4.9882080555,"K",TRUE
14,"TASP","nonword",NA,"old",1.17232894897,"R",FALSE
14,"ROAD","word",NA,"new",1.89161705971,"N",TRUE
14,"BLUE","word",NA,"new",1.37287092209,"N",TRUE
14,"RAIN","word",35,"old",1.11058592796,"R",TRUE
14,"CHUR","nonword",NA,"new",2.81173014641,"N",TRUE
14,"KEPH","nonword",NA,"old",1.31704187393,"K",FALSE
14,"PAGE","word",20,"new",1.64020109177,"N",FALSE
14,"HEAD","word",NA,"old",2.64392709732,"R",FALSE
14,"HALF","word",47,"old",1.1085588932,"K",TRUE
14,"COLV","nonword",NA,"new",1.66981387138,"N",TRUE
14,"WORK","word",55,"old",1.69940686226,"K",TRUE
14,"SONG","word",19,"old",1.24650788307,"R",TRUE
14,"PLOK","nonword",10,"old",1.35377597809,"R",TRUE
14,"WONC","nonword",2,"old",1.61902403831,"R",TRUE
14,"JALT","nonword",NA,"old",1.79401803017,"K",FALSE
14,"TREE","word",6,"new",1.66919708252,"N",FALSE
14,"SKIN","word",NA,"new",2.17255115509,"N",TRUE
14,"GOOD","word",NA,"new",1.9818148613,"N",TRUE
14,"YEAR","word",30,"old",1.23742103577,"R",TRUE
14,"DWEK","nonword",NA,"old",1.09865188599,"K",FALSE
14,"WASH","word",NA,"old",1.30395889282,"R",FALSE
14,"DENC","nonword",9,"old",1.16930413246,"R",TRUE
14,"ZARC","nonword",15,"old",1.21461415291,"R",TRUE
14,"NALN","nonword",NA,"new",1.35366892815,"N",TRUE
14,"MENC","nonword",NA,"old",2.2155020237,"K",FALSE
14,"GWUZ","nonword",45,"old",1.04844713211,"R",TRUE
14,"ABST","nonword",NA,"old",2.54792690277,"R",FALSE
14,"GATE","word",NA,"old",1.36472582817,"K",FALSE
14,"BOOK","word",59,"old",1.1418569088,"R",TRUE
14,"CALL","word",NA,"old",7.57930397987,"K",FALSE
14,"SNOW","word",1,"old",1.19491791725,"R",TRUE
14,"CWUL","nonword",56,"old",1.10412192345,"R",TRUE
14,"DAUV","nonword",NA,"new",1.47325491905,"N",TRUE
14,"DATE","word",NA,"new",1.50284409523,"N",TRUE
14,"ZUNK","nonword",NA,"old",1.12646102905,"K",FALSE
14,"CASH","word",49,"new",6.20389986038,"N",FALSE
14,"LORT","nonword",NA,"new",1.27787709236,"N",TRUE
14,"KNEE","word",21,"old",1.01970100403,"R",TRUE
14,"WONS","nonword",NA,"new",2.35479283333,"N",TRUE
14,"CWEB","nonword",NA,"old",1.04017591476,"K",FALSE
14,"TUCE","nonword",18,"old",1.29154586792,"R",TRUE
14,"DUFE","nonword",NA,"old",1.42087101936,"K",FALSE
14,"BATH","word",NA,"new",1.30192017555,"N",TRUE
14,"FEET","word",NA,"new",1.31739187241,"N",TRUE
14,"WONE","nonword",NA,"new",1.37106800079,"N",TRUE
14,"ZEAM","nonword",NA,"new",1.15640091896,"N",TRUE
14,"LIFE","word",40,"old",1.67423796654,"K",TRUE
14,"RILM","nonword",NA,"new",1.24928283691,"N",TRUE
14,"LINE","word",NA,"new",1.55688595772,"N",TRUE
14,"LATT","nonword",NA,"new",1.33828806877,"N",TRUE
14,"CLOF","nonword",NA,"old",1.3560359478,"K",FALSE
14,"TRUV","nonword",57,"old",1.48530888557,"R",TRUE
14,"SHOP","word",NA,"old",1.08651399612,"R",FALSE
14,"JOSP","nonword",24,"old",1.55593204498,"R",TRUE
14,"VABB","nonword",28,"old",1.17507696152,"R",TRUE
15,"SHOP","word",NA,"new",5.49449896812,"N",TRUE
15,"WIND","word",NA,"old",3.51921916008,"K",FALSE
15,"PLOK","nonword",NA,"new",3.89559197426,"N",TRUE
15,"PAGE","word",NA,"new",3.24039292336,"N",TRUE
15,"LIFE","word",12,"old",3.37960195541,"R",TRUE
15,"MAKE","word",13,"old",2.28402900696,"R",TRUE
15,"TRUV","nonword",NA,"new",4.3166949749,"N",TRUE
15,"LEFT","word",32,"new",2.63343691826,"N",FALSE
15,"SKIN","word",23,"old",2.15885782242,"R",TRUE
15,"YEAR","word",NA,"new",2.57759189606,"N",TRUE
15,"WANT","word",NA,"new",2.51480293274,"N",TRUE
15,"NOGE","nonword",7,"old",3.56006717682,"K",TRUE
15,"CAKE","word",NA,"new",3.70838212967,"N",TRUE
15,"KLIB","nonword",57,"old",2.45130586624,"K",TRUE
15,"WASH","word",1,"old",2.00824999809,"R",TRUE
15,"HESP","nonword",NA,"new",1.90036988258,"N",TRUE
15,"SOTE","nonword",39,"old",2.81459403038,"K",TRUE
15,"WORK","word",29,"old",4.18739104271,"K",TRUE
15,"DUFE","nonword",14,"old",1.74364686012,"R",TRUE
15,"SNUZ","nonword",NA,"old",1.7865049839,"K",FALSE
15,"FOMB","nonword",NA,"new",1.66118311882,"N",TRUE
15,"BATH","word",NA,"new",3.64480495453,"N",TRUE
15,"SALT","word",46,"new",1.83155798912,"N",FALSE
15,"TALK","word",54,"old",1.30921792984,"R",TRUE
15,"RILM","nonword",NA,"new",2.71398305893,"N",TRUE
15,"SOFT","word",47,"old",3.55139613152,"K",TRUE
15,"UFTS","nonword",2,"old",1.61597204208,"R",TRUE
15,"DOOR","word",NA,"new",2.28480100632,"N",TRUE
15,"WONE","nonword",NA,"new",3.10413217545,"N",TRUE
15,"WALK","word",50,"old",1.77532911301,"K",TRUE
15,"CHIE","nonword",19,"old",2.11632299423,"R",TRUE
15,"REST","word",NA,"new",1.86310911179,"N",TRUE
15,"TASP","nonword",NA,"old",3.43871021271,"K",FALSE
15,"FEET","word",60,"old",1.35688996315,"R",TRUE
15,"JAUK","nonword",30,"old",7.53229022026,"R",TRUE
15,"SELF","word",18,"old",1.41535520554,"R",TRUE
15,"YOGG","nonword",NA,"old",3.19456100464,"K",FALSE
15,"DAPT","nonword",NA,"old",1.51527690887,"R",FALSE
15,"LIKE","word",22,"old",1.50805997849,"K",TRUE
15,"GOOD","word",NA,"new",1.38684391975,"N",TRUE
15,"SIME","nonword",NA,"old",2.05863499641,"K",FALSE
15,"ROOM","word",42,"old",4.54773211479,"K",TRUE
15,"CHUR","nonword",41,"old",2.84189915657,"R",TRUE
15,"SONG","word",5,"old",1.08280897141,"R",TRUE
15,"BIRD","word",NA,"new",1.47177386284,"N",TRUE
15,"LODD","nonword",8,"old",3.42163085938,"K",TRUE
15,"DENC","nonword",48,"old",1.69218683243,"R",TRUE
15,"HELP","word",NA,"new",1.37878298759,"N",TRUE
15,"ZEAM","nonword",38,"old",3.62852501869,"K",TRUE
15,"HOAB","nonword",10,"old",1.3531358242,"R",TRUE
15,"SNOW","word",NA,"new",1.30838704109,"N",TRUE
15,"HOLD","word",NA,"new",2.09977293015,"N",TRUE
15,"WONC","nonword",NA,"old",1.86738300323,"K",FALSE
15,"CWEB","nonword",20,"old",1.44401192665,"R",TRUE
15,"HAVE","word",53,"old",1.75297188759,"K",TRUE
15,"ABST","nonword",35,"new",1.68136119843,"N",FALSE
15,"LOOK","word",58,"old",1.3330321312,"R",TRUE
15,"ZUNK","nonword",NA,"new",2.84195804596,"N",TRUE
15,"BEEF","word",NA,"new",1.31731104851,"N",TRUE
15,"JALT","nonword",NA,"new",1.8186249733,"N",TRUE
15,"TUCE","nonword",24,"old",1.57209396362,"K",TRUE
15,"HEAD","word",40,"old",1.13545799255,"R",TRUE
15,"KNEE","word",NA,"new",1.28245997429,"N",TRUE
15,"FACT","word",44,"new",3.05406498909,"N",FALSE
15,"YAIL","nonword",3,"old",1.20715999603,"R",TRUE
15,"GWIC","nonword",43,"new",1.62040090561,"N",FALSE
15,"NALN","nonword",NA,"new",2.81191205978,"N",TRUE
15,"WUIL","nonword",15,"old",3.27716112137,"K",TRUE
15,"LINE","word",4,"old",0.971849918365,"R",TRUE
15,"DATE","word",NA,"new",4.93307995796,"N",TRUE
15,"FOSK","nonword",28,"new",2.24572896957,"N",FALSE
15,"SWAZ","nonword",6,"old",2.16121602058,"R",TRUE
15,"KISS","word",NA,"new",1.11790513992,"N",TRUE
15,"DWEK","nonword",25,"old",1.44368290901,"R",TRUE
15,"GATE","word",NA,"new",2.04868102074,"N",TRUE
15,"MYDE","nonword",52,"new",1.59598302841,"N",FALSE
15,"COAT","word",NA,"new",1.80946183205,"N",TRUE
15,"LORT","nonword",49,"new",2.48488903046,"N",FALSE
15,"MENC","nonword",NA,"old",1.16814422607,"K",FALSE
15,"TIME","word",NA,"old",3.59751987457,"K",FALSE
15,"JOSP","nonword",NA,"old",3.53802609444,"K",FALSE
15,"MIND","word",NA,"new",1.34648799896,"N",TRUE
15,"ROAD","word",33,"new",5.3299779892,"N",FALSE
15,"BLUE","word",NA,"new",2.08431005478,"N",TRUE
15,"LATT","nonword",NA,"new",2.29581809044,"N",TRUE
15,"NAUC","nonword",NA,"old",1.13727688789,"K",FALSE
15,"GWUZ","nonword",NA,"old",1.47859215736,"K",FALSE
15,"HOME","word",NA,"new",2.49152803421,"N",TRUE
15,"DAUV","nonword",NA,"new",4.67691111565,"N",TRUE
15,"TREE","word",NA,"new",1.50528812408,"N",TRUE
15,"BOOK","word",37,"new",2.36885786057,"N",FALSE
15,"SOAP","word",NA,"new",8.6763279438,"N",TRUE
15,"CASH","word",34,"old",1.18404579163,"R",TRUE
15,"NOTE","word",NA,"new",1.88491106033,"N",TRUE
15,"HEWF","nonword",55,"new",4.97628498077,"N",FALSE
15,"SEFS","nonword",59,"old",1.48119592667,"K",TRUE
15,"SPIZ","nonword",45,"old",2.52203607559,"K",TRUE
15,"COLV","nonword",51,"old",1.55662107468,"K",TRUE
15,"ZYSE","nonword",NA,"old",1.44404911995,"K",FALSE
15,"COLD","word",56,"old",1.78922605515,"R",TRUE
15,"GIRL","word",26,"old",1.09227085114,"R",TRUE
15,"KEPH","nonword",NA,"new",1.67718195915,"N",TRUE
15,"ZELF","nonword",NA,"new",2.17863702774,"N",TRUE
15,"CWUL","nonword",NA,"new",1.24386405945,"N",TRUE
15,"FACE","word",11,"old",1.15155506134,"R",TRUE
15,"CALL","word",NA,"new",1.47265505791,"N",TRUE
